listing_id,district,room_count,area,building_age,floor,total_floors,price,distance_to_university_km,distance_to_center_km,distance_to_hospital_km,green_space_score,safety_score,public_transport_score,noise_level
758,Heykel,1+1,58.3,13,3,6,14010.0,9.2,0.0,1.0,4.5,5.4,8.8,6.7
759,Heykel,2+1,78.9,6,8,8,16140.0,8.4,0.8,1.2,4.3,7.6,8.7,7.7
760,Heykel,1+1,56.4,5,3,5,12680.0,9.9,0.0,2.7,5.5,5.7,10.0,6.7
761,Heykel,2+1,81.4,6,2,4,18180.0,9.9,0.8,1.3,4.3,6.0,8.1,7.3
762,Heykel,4+1,159.9,1,2,4,40140.0,13.0,0.0,2.4,4.5,7.0,9.5,7.9
763,Heykel,3+1,104.1,6,0,3,18950.0,11.2,0.5,1.6,4.3,6.4,9.9,10.0
764,Heykel,4+1,142.0,6,6,11,36080.0,8.6,0.0,1.9,5.1,5.5,8.5,8.5
765,Heykel,3+1,122.6,3,8,11,38140.0,7.7,0.0,2.0,3.6,6.5,8.9,7.8
766,Heykel,2+1,93.9,14,3,8,22860.0,9.7,0.0,0.6,4.4,5.7,8.1,8.5
767,Heykel,3+1,106.4,6,6,9,24860.0,8.4,1.4,2.0,4.0,6.6,7.8,6.5
768,Heykel,3+1,117.7,3,1,4,32140.0,8.6,1.2,1.9,3.7,6.7,9.0,7.4
769,Heykel,2+1,85.7,0,5,10,20360.0,8.0,0.6,1.4,3.7,6.4,9.5,8.2
770,Heykel,2+1,94.1,14,3,3,14410.0,11.2,0.0,0.9,4.1,7.8,10.0,8.6
771,Heykel,2+1,83.1,7,1,3,18050.0,8.8,0.7,1.6,5.2,5.3,9.1,7.2
772,Heykel,2+1,73.7,0,3,9,18780.0,9.7,0.0,1.6,4.4,6.0,9.0,7.7
773,Heykel,2+1,83.9,0,8,9,20020.0,10.2,0.0,1.7,4.2,5.8,9.3,7.5
774,Heykel,1+1,47.9,22,0,7,8600.0,6.9,0.0,2.6,5.6,6.1,9.9,8.7
775,Heykel,2+1,83.2,14,1,11,19770.0,10.6,0.0,1.9,6.1,6.7,9.6,8.5
776,Heykel,1+1,55.8,11,1,9,13490.0,10.4,0.0,2.3,4.4,6.3,10.0,6.6
777,Heykel,2+1,93.6,13,6,10,26630.0,8.6,0.0,2.0,3.8,7.0,8.6,8.6
778,Heykel,2+1,93.7,9,7,9,17310.0,12.3,0.0,1.2,4.8,6.1,7.9,9.8
779,Heykel,1+1,51.4,21,0,5,11020.0,10.7,0.0,1.7,4.3,6.9,8.2,9.8
780,Heykel,4+1,150.0,3,1,5,30710.0,8.7,0.0,1.7,3.7,6.9,8.5,7.2
781,Heykel,2+1,79.9,2,5,6,19340.0,7.9,0.0,1.0,5.5,6.8,8.4,7.5
782,Heykel,2+1,94.2,18,4,7,18640.0,13.1,2.0,3.0,5.0,6.2,9.4,7.7
783,Heykel,1+1,64.2,0,1,8,16280.0,12.6,0.0,3.5,4.4,5.7,8.5,6.5
784,Heykel,3+1,101.7,11,2,6,25720.0,9.0,0.2,1.0,4.2,8.0,9.5,7.8
785,Heykel,2+1,77.7,2,5,6,18070.0,10.8,0.0,1.2,4.8,5.8,9.5,8.0
786,Heykel,2+1,82.2,3,0,8,21590.0,9.6,2.7,2.9,3.7,5.3,8.5,6.9
787,Heykel,1+1,49.8,3,4,6,11660.0,9.7,0.5,2.9,4.7,5.9,10.0,7.7
788,Heykel,3+1,105.4,8,3,5,24540.0,10.1,0.0,1.5,4.2,6.8,9.4,7.8
789,Heykel,4+1,164.3,2,5,5,41220.0,8.0,0.8,0.8,3.7,5.3,8.9,9.4
790,Heykel,2+1,92.1,0,2,3,24130.0,8.9,0.0,2.0,4.0,6.2,9.7,8.9
791,Heykel,1+1,59.9,3,3,6,15570.0,11.7,3.7,1.6,4.2,6.9,8.5,7.9
792,Heykel,1+1,58.2,1,2,4,14090.0,11.9,0.5,1.0,4.3,5.2,8.2,8.6
793,Heykel,1+1,45.9,0,3,4,11140.0,9.3,1.6,2.5,5.0,7.4,8.7,9.2
794,Heykel,3+1,106.7,9,5,7,19900.0,10.9,0.6,2.9,4.5,6.5,9.4,7.4
795,Heykel,4+1,141.1,0,0,10,33550.0,9.9,2.4,1.6,4.1,5.5,9.0,8.6
796,Heykel,4+1,166.8,34,5,10,29570.0,11.4,1.4,2.9,5.3,7.4,8.9,6.8
797,Heykel,3+1,114.1,19,7,7,26670.0,12.9,1.2,2.2,3.4,6.7,8.6,8.2
798,Heykel,1+1,52.6,0,2,9,14620.0,5.9,0.7,3.0,6.0,6.9,10.0,8.2
799,Heykel,4+1,152.5,4,4,8,33170.0,9.2,0.0,2.4,4.5,6.3,8.6,8.5
800,Heykel,2+1,86.4,1,2,9,18080.0,11.4,0.0,2.4,5.8,7.5,9.5,8.6
801,Heykel,2+1,91.6,5,6,8,23980.0,9.5,2.0,2.0,4.6,6.3,8.6,7.5
802,Heykel,3+1,119.7,33,4,6,22580.0,11.6,0.0,0.6,4.5,8.2,9.9,7.5
803,Heykel,1+1,60.8,2,9,10,17330.0,9.7,0.4,2.0,5.4,6.0,7.8,8.3
804,Heykel,3+1,103.2,6,1,7,25950.0,11.6,1.2,3.9,4.0,6.7,8.7,8.9
805,Heykel,4+1,152.8,2,7,10,43760.0,10.9,0.5,2.4,4.7,6.7,8.9,7.4
806,Heykel,3+1,127.1,4,7,8,25980.0,9.7,1.3,2.7,3.1,6.4,9.3,8.0
807,Heykel,3+1,129.8,15,5,10,30270.0,9.2,0.0,1.9,5.5,5.7,10.0,7.2
808,Heykel,2+1,73.6,18,0,8,14840.0,7.8,3.9,1.6,4.1,7.1,10.0,9.0
809,Heykel,1+1,51.7,1,1,11,14190.0,7.5,0.0,2.0,4.9,6.3,10.0,8.7
810,Heykel,3+1,118.2,6,7,8,25110.0,12.6,2.9,2.4,5.3,4.7,8.9,9.0
811,Heykel,2+1,81.2,4,1,9,13550.0,10.6,0.0,2.9,5.4,6.2,9.4,7.8
812,Heykel,4+1,148.9,5,1,5,28390.0,7.3,0.4,1.8,4.7,6.1,10.0,8.1
813,Heykel,1+1,60.8,2,5,7,15940.0,10.7,1.4,0.5,3.1,6.5,8.9,8.5
814,Heykel,2+1,92.0,18,4,7,18830.0,8.0,1.0,0.5,4.8,5.6,8.7,8.8
815,Heykel,2+1,70.4,5,4,6,15370.0,7.7,0.0,2.1,4.9,6.8,9.4,8.0
816,Heykel,3+1,100.7,8,4,10,19490.0,8.7,0.6,1.9,7.0,5.7,8.9,6.7
817,Heykel,3+1,124.4,0,3,5,29420.0,9.7,0.0,0.9,4.0,6.3,9.1,8.5
818,Heykel,4+1,163.0,4,7,9,41660.0,9.0,1.4,3.1,4.3,5.9,9.0,8.3
819,Heykel,2+1,86.4,4,5,7,21970.0,9.5,0.0,2.4,3.9,6.6,9.1,6.3
820,Heykel,2+1,86.5,0,10,10,21930.0,7.0,2.0,2.3,3.5,6.0,9.2,8.6
821,Heykel,1+1,51.5,2,6,7,11050.0,6.9,0.0,3.2,6.1,6.6,8.6,7.8
822,Heykel,2+1,83.6,5,2,6,23260.0,8.4,0.0,2.0,4.7,6.1,9.1,8.5
823,Heykel,2+1,73.1,15,10,11,18380.0,9.2,0.0,2.2,5.4,6.7,8.9,6.7
824,Heykel,2+1,70.2,21,3,9,13460.0,9.4,0.0,2.2,4.9,6.8,8.3,6.5
825,Heykel,2+1,92.4,0,1,4,28340.0,13.0,0.0,2.5,5.2,7.0,8.8,9.2
826,Heykel,2+1,79.4,37,0,3,14970.0,9.6,1.1,2.2,4.6,6.5,9.6,7.8
827,Heykel,2+1,74.7,0,6,9,15710.0,8.5,0.8,1.9,2.8,6.3,9.8,7.6
828,Heykel,3+1,101.3,0,5,9,28440.0,5.8,2.6,2.5,6.5,6.0,7.8,8.0
829,Heykel,1+1,63.4,0,4,6,15690.0,9.6,1.1,1.8,4.2,7.1,9.9,9.0
830,Heykel,2+1,82.8,2,3,11,18440.0,9.8,0.0,2.0,3.7,5.7,9.9,7.1
831,Heykel,3+1,100.0,1,2,3,27110.0,10.5,1.4,3.1,4.8,5.4,8.6,8.6
832,Heykel,3+1,101.9,1,4,7,25480.0,11.7,0.3,2.1,5.2,5.6,8.8,8.7
833,Heykel,3+1,100.1,3,3,9,19350.0,11.2,1.5,1.8,4.8,6.9,8.4,7.4
834,Heykel,1+1,63.2,4,4,6,14810.0,9.6,1.0,2.0,4.1,7.2,8.6,7.7
835,Heykel,2+1,76.1,5,4,10,18770.0,10.9,1.2,3.7,3.9,5.5,8.3,7.4
836,Heykel,4+1,141.6,3,3,4,40680.0,10.8,3.1,1.7,3.2,7.1,7.7,7.3
837,Heykel,2+1,74.6,9,4,4,14570.0,10.0,1.7,2.0,3.8,5.8,8.4,8.4
838,Heykel,2+1,88.5,1,3,5,16090.0,10.6,0.0,2.6,3.9,5.9,9.1,10.0
839,Heykel,4+1,159.6,1,0,3,31200.0,8.3,0.0,3.4,5.7,6.7,9.1,6.6
840,Heykel,1+1,53.3,17,5,9,10320.0,7.4,2.2,1.9,3.1,5.9,8.1,7.9
841,Heykel,3+1,111.6,8,5,9,25920.0,11.6,0.1,4.4,4.0,6.0,8.3,7.8
842,Heykel,3+1,129.3,0,11,11,32940.0,8.0,0.0,2.5,6.3,5.9,8.9,7.3
843,Heykel,1+1,56.2,12,2,5,11640.0,13.4,1.0,1.2,4.2,6.0,9.6,6.5
844,Heykel,3+1,106.6,30,3,6,21410.0,12.1,1.1,1.9,5.1,5.8,7.7,8.4
845,Heykel,2+1,84.1,3,6,11,21010.0,11.4,1.5,2.2,4.1,6.6,8.6,7.8
846,Heykel,3+1,118.0,2,2,11,26470.0,11.5,1.4,2.6,4.7,7.1,9.9,8.3
847,Heykel,4+1,166.5,21,8,8,30050.0,9.9,0.0,2.7,3.7,6.2,8.9,8.0
848,Heykel,3+1,100.7,1,5,9,23580.0,8.8,1.8,0.3,4.3,6.2,9.3,6.7
849,Heykel,1+1,53.5,4,7,11,13350.0,8.2,0.0,2.7,3.5,6.5,9.0,7.7
850,Heykel,3+1,114.8,1,7,7,21550.0,8.9,1.1,2.7,4.0,6.5,8.4,7.0
851,Heykel,4+1,154.1,0,8,9,46680.0,8.8,0.2,3.3,4.4,6.4,8.1,6.5
852,Heykel,2+1,89.5,1,1,6,20870.0,10.0,0.0,2.4,4.6,7.7,9.0,7.2
853,Heykel,2+1,79.6,0,2,5,19960.0,8.1,0.0,2.2,5.6,6.5,9.6,8.9
854,Heykel,1+1,53.7,2,10,11,15060.0,10.8,1.4,1.6,4.3,6.4,9.0,9.1
855,Heykel,3+1,129.8,8,3,11,24940.0,11.0,0.0,1.7,6.0,7.1,9.4,8.3
856,Heykel,1+1,60.4,5,0,9,13060.0,7.9,1.2,2.0,3.4,6.8,8.8,8.5
857,Heykel,2+1,83.7,5,0,4,18700.0,9.4,0.0,2.9,4.3,7.3,10.0,7.3
858,Heykel,4+1,161.2,0,4,9,38650.0,8.7,0.0,1.7,5.5,6.6,9.9,8.4
859,Heykel,4+1,147.1,3,0,5,39170.0,11.5,0.2,2.1,5.0,6.3,8.2,7.3
860,Heykel,4+1,162.1,5,9,10,32220.0,9.1,0.1,2.6,4.1,6.2,8.0,8.4
861,Heykel,2+1,89.2,11,1,4,22540.0,8.5,0.0,3.0,4.6,6.9,9.3,8.0
862,Heykel,1+1,53.6,1,8,9,15000.0,8.2,2.1,1.7,3.9,6.4,9.6,8.5
863,Heykel,2+1,89.3,6,1,3,19550.0,8.9,1.0,1.9,3.4,7.0,8.7,9.4
864,Heykel,1+1,64.4,0,6,11,14220.0,9.3,2.6,2.1,3.9,5.4,7.8,7.5
865,Heykel,3+1,102.1,5,3,4,23990.0,11.5,2.4,0.5,3.9,6.0,9.1,6.9
866,Heykel,2+1,74.9,1,0,4,22070.0,10.0,1.0,1.4,3.4,6.1,10.0,8.6
867,Heykel,2+1,92.7,3,5,11,18820.0,7.6,0.0,3.6,6.0,6.2,8.5,6.5
868,Heykel,1+1,57.7,5,0,6,15200.0,9.7,1.2,1.4,4.9,6.2,9.3,8.3
869,Heykel,2+1,85.9,0,5,11,18740.0,9.6,0.0,1.7,4.2,7.3,9.1,8.9
870,Heykel,3+1,108.0,12,3,4,25850.0,11.8,0.3,0.7,3.1,6.3,7.4,9.6
871,Heykel,3+1,108.8,0,0,4,30570.0,8.3,0.0,1.4,4.6,6.9,9.8,8.9
872,Heykel,1+1,60.0,0,3,7,11720.0,9.0,0.0,1.5,3.7,6.2,9.4,9.5
873,Heykel,1+1,54.6,34,4,8,8650.0,11.1,0.3,1.4,5.1,7.1,9.0,7.3
874,Heykel,2+1,89.1,4,0,5,20070.0,11.4,0.8,2.8,5.6,6.8,8.6,8.9
875,Heykel,1+1,53.7,5,1,10,13820.0,10.4,0.4,1.8,4.7,6.8,9.8,8.3
876,Heykel,4+1,136.2,2,6,6,40030.0,9.2,1.7,2.2,4.7,6.4,8.4,7.1
877,Heykel,3+1,129.5,3,3,7,36630.0,9.4,1.0,2.0,3.6,6.4,9.4,7.6
878,Heykel,1+1,60.5,17,1,3,9780.0,10.8,0.2,1.5,4.3,6.9,9.5,8.2
879,Heykel,3+1,114.0,7,4,9,24760.0,10.7,1.1,1.3,3.2,5.3,9.0,8.3
880,Heykel,2+1,76.2,1,7,8,21920.0,10.6,0.0,2.4,5.0,6.2,8.0,8.1
881,Heykel,1+1,54.5,1,2,4,16290.0,6.8,0.7,3.1,3.8,6.4,8.7,7.4
882,Heykel,2+1,93.4,10,6,11,22330.0,9.7,0.0,2.8,5.1,5.9,8.1,7.1
883,Heykel,1+1,50.0,7,0,4,12010.0,11.2,0.1,1.3,5.2,6.2,9.1,6.6
884,Heykel,2+1,77.5,6,0,8,20000.0,6.5,0.0,1.9,5.9,5.8,9.5,9.0
885,Heykel,3+1,112.9,1,3,4,22980.0,9.3,2.0,2.4,4.4,6.6,9.4,8.7
886,Heykel,4+1,146.5,2,4,11,38820.0,8.7,0.0,1.7,4.5,5.4,9.3,9.2
887,Heykel,2+1,92.6,7,0,6,22320.0,9.8,1.0,2.5,5.4,5.8,9.2,7.7
888,Heykel,2+1,85.8,17,7,10,20780.0,10.6,0.4,1.8,3.1,7.3,8.8,8.5
889,Heykel,1+1,46.0,4,9,9,13100.0,10.4,0.0,1.9,5.4,7.1,8.0,9.5
890,Heykel,2+1,78.4,13,1,11,19200.0,10.7,0.0,1.8,7.0,6.5,8.5,7.1
891,Heykel,2+1,76.0,19,1,3,15860.0,11.9,0.0,2.1,4.7,7.3,9.2,7.4
892,Heykel,2+1,80.1,20,2,11,17610.0,9.4,0.2,2.7,5.6,6.8,10.0,8.5
893,Heykel,1+1,58.0,6,5,8,12680.0,10.0,0.0,1.6,6.0,7.2,8.5,7.6
894,Heykel,4+1,154.5,8,5,5,27150.0,10.2,1.0,2.8,4.4,6.3,10.0,8.0
895,Heykel,3+1,127.6,26,5,5,19480.0,9.3,0.0,1.5,5.5,6.1,9.5,9.4
896,Heykel,2+1,79.6,24,3,9,15330.0,11.1,2.7,1.5,3.7,5.9,9.7,9.0
897,Heykel,3+1,105.6,13,1,9,23470.0,9.2,1.7,2.3,5.0,6.6,9.4,8.4
898,Heykel,1+1,57.2,2,4,9,15950.0,10.6,0.0,1.4,4.2,6.6,8.9,7.0
899,Heykel,3+1,106.6,0,6,6,26120.0,9.8,3.3,3.4,3.7,6.6,8.0,6.8
900,Heykel,2+1,78.7,9,2,3,18460.0,11.0,0.1,2.0,3.6,5.7,8.0,8.6
901,Yıldırım,2+1,91.9,6,1,5,16730.0,10.8,6.0,5.1,4.3,6.7,6.1,5.9
902,Yıldırım,2+1,88.2,14,0,8,16050.0,12.9,7.4,3.5,4.9,6.7,5.4,6.9
903,Yıldırım,3+1,118.0,15,0,10,15470.0,14.7,6.8,4.8,4.7,6.0,6.1,6.4
904,Yıldırım,2+1,72.9,13,3,5,11220.0,9.4,5.6,4.1,5.4,7.2,4.6,8.0
905,Yıldırım,3+1,120.0,3,0,6,22820.0,12.1,5.9,3.0,5.1,6.5,5.8,7.1
906,Yıldırım,3+1,102.4,3,1,11,17480.0,12.1,6.1,4.6,2.9,5.9,5.0,7.5
907,Yıldırım,2+1,72.4,5,1,3,10580.0,11.0,8.3,3.9,3.1,6.6,7.1,7.5
908,Yıldırım,4+1,155.7,1,3,3,20260.0,12.0,6.7,4.4,4.9,5.4,5.3,7.7
909,Yıldırım,2+1,82.3,2,6,11,12450.0,13.0,8.1,3.3,5.4,6.3,6.4,7.5
910,Yıldırım,2+1,82.2,3,5,9,14090.0,11.1,6.3,5.0,5.2,5.5,5.7,5.6
911,Yıldırım,2+1,74.6,2,3,10,14310.0,10.7,5.3,5.7,4.9,6.0,5.9,7.0
912,Yıldırım,1+1,46.8,5,4,7,6970.0,14.9,7.0,4.1,6.1,5.7,7.0,7.3
913,Yıldırım,3+1,110.8,4,4,8,24460.0,10.9,7.7,4.5,4.0,5.9,6.0,5.0
914,Yıldırım,2+1,94.0,7,3,4,14300.0,11.8,6.0,4.7,5.9,6.2,5.0,5.5
915,Yıldırım,4+1,141.2,2,2,11,29360.0,12.2,6.9,3.3,5.3,5.4,6.0,8.7
916,Yıldırım,4+1,140.2,6,2,3,21640.0,10.6,8.5,5.4,5.3,5.8,5.8,7.4
917,Yıldırım,3+1,101.1,1,3,7,17890.0,12.5,7.3,4.9,5.6,5.7,5.1,6.3
918,Yıldırım,1+1,59.7,0,3,8,11980.0,11.3,5.5,4.2,4.9,5.1,5.6,6.2
919,Yıldırım,3+1,127.7,3,1,10,25610.0,13.4,5.8,4.0,5.0,6.4,6.6,6.6
920,Yıldırım,1+1,57.6,2,0,4,10930.0,12.0,5.0,3.8,4.5,6.2,6.4,4.7
921,Yıldırım,3+1,108.6,5,1,7,19000.0,11.5,5.1,4.5,5.3,5.5,5.8,6.4
922,Yıldırım,2+1,78.4,9,7,9,11860.0,10.0,5.6,5.8,3.9,5.8,7.5,6.4
923,Yıldırım,4+1,155.0,4,1,5,31350.0,11.2,5.1,3.4,5.1,5.2,5.7,5.2
924,Yıldırım,2+1,90.5,17,3,3,10610.0,12.2,4.6,4.2,6.8,6.6,5.9,8.9
925,Yıldırım,2+1,71.9,11,5,5,10880.0,10.0,6.3,4.5,4.8,6.7,5.6,6.3
926,Yıldırım,4+1,153.9,2,1,6,26560.0,12.9,7.7,4.3,4.7,5.5,6.2,5.7
927,Yıldırım,2+1,89.7,5,4,6,13910.0,10.8,6.5,2.1,4.5,5.3,6.8,5.6
928,Yıldırım,3+1,126.9,0,1,3,21140.0,12.1,5.5,4.2,4.2,5.3,6.0,6.3
929,Yıldırım,4+1,146.9,1,0,3,28440.0,12.4,6.8,6.2,4.8,5.4,4.9,7.6
930,Yıldırım,2+1,73.1,25,2,9,9220.0,13.8,4.5,2.9,6.7,6.2,6.3,5.8
931,Yıldırım,2+1,74.3,9,3,10,11970.0,8.6,5.6,4.2,4.8,5.7,5.3,4.4
932,Yıldırım,2+1,92.1,1,2,5,16080.0,11.6,5.4,2.8,5.5,5.3,6.0,5.3
933,Yıldırım,3+1,129.6,7,1,6,23950.0,12.5,6.5,3.1,4.7,5.9,6.9,5.5
934,Yıldırım,4+1,160.3,2,4,7,27050.0,13.2,4.0,3.2,3.2,6.5,6.5,6.8
935,Yıldırım,2+1,91.1,1,2,6,18510.0,14.5,7.0,4.8,6.1,5.8,5.7,5.9
936,Yıldırım,3+1,125.8,9,1,11,22500.0,12.8,7.7,3.2,6.5,5.1,5.2,5.4
937,Yıldırım,2+1,81.0,1,1,6,12700.0,9.9,7.4,5.1,6.1,6.2,4.2,4.9
938,Yıldırım,2+1,92.5,8,0,10,12930.0,13.4,6.5,4.9,4.5,6.1,5.1,5.9
939,Yıldırım,3+1,126.0,6,6,8,26630.0,9.3,4.5,4.7,6.4,6.1,6.5,5.7
940,Yıldırım,3+1,108.2,5,3,6,19550.0,9.6,7.1,4.5,4.8,5.0,5.3,7.1
941,Yıldırım,2+1,86.0,6,1,10,14090.0,9.9,6.1,4.8,5.3,5.5,5.8,6.5
942,Yıldırım,2+1,73.7,8,2,8,10510.0,13.6,4.6,5.0,5.6,5.7,5.1,4.2
943,Yıldırım,2+1,78.0,1,6,8,13670.0,9.8,5.7,3.6,4.9,5.7,5.2,5.4
944,Yıldırım,1+1,64.4,13,0,7,9380.0,8.7,5.3,5.2,4.4,6.9,5.4,6.5
945,Yıldırım,2+1,80.5,8,6,11,11500.0,13.8,5.0,5.3,4.7,6.1,5.0,5.5
946,Yıldırım,3+1,112.5,4,4,10,19950.0,11.3,4.9,4.6,4.2,6.6,5.9,5.7
947,Yıldırım,2+1,89.4,0,1,7,13650.0,13.6,6.1,3.2,5.3,5.7,5.4,5.0
948,Yıldırım,2+1,91.1,43,2,11,11320.0,14.4,6.7,3.8,6.2,5.2,6.2,6.4
949,Yıldırım,3+1,125.4,10,6,11,21390.0,9.2,6.4,4.2,5.9,6.0,6.9,6.5
950,Yıldırım,1+1,55.4,1,3,6,10140.0,8.6,4.8,5.6,4.0,6.5,6.5,5.3
951,Yıldırım,2+1,88.0,17,7,7,11450.0,10.8,4.8,5.5,4.8,5.6,7.0,6.5
952,Yıldırım,4+1,159.5,2,6,7,27410.0,9.7,3.9,3.6,4.0,4.8,5.2,5.2
953,Yıldırım,1+1,53.5,15,4,10,8440.0,11.6,6.5,4.7,5.1,7.7,6.6,5.0
954,Yıldırım,2+1,84.2,13,6,9,10700.0,10.3,6.4,5.3,5.4,6.5,6.3,6.2
955,Yıldırım,2+1,93.4,1,4,6,16060.0,11.8,7.9,4.5,5.1,6.3,5.9,5.3
956,Yıldırım,1+1,45.5,0,3,9,8720.0,11.1,6.9,4.7,6.0,5.7,6.1,5.9
957,Yıldırım,2+1,85.8,11,3,3,14030.0,13.9,6.0,4.2,5.6,5.5,6.8,7.0
958,Yıldırım,1+1,51.8,3,2,7,8910.0,12.6,5.3,5.6,5.5,5.5,7.3,6.1
959,Yıldırım,2+1,74.9,15,7,7,13590.0,13.5,7.6,5.5,5.4,6.2,6.4,6.7
960,Yıldırım,3+1,113.6,12,1,3,17060.0,11.5,6.6,4.0,3.9,6.7,5.7,6.0
961,Yıldırım,2+1,75.3,15,1,3,10870.0,10.2,5.6,5.0,5.2,6.1,6.1,6.7
962,Yıldırım,2+1,85.9,4,3,6,18850.0,11.6,6.2,5.0,4.7,6.0,6.0,5.2
963,Yıldırım,2+1,92.3,4,2,7,16980.0,13.0,3.9,3.9,6.1,8.5,6.8,6.9
964,Yıldırım,4+1,147.3,48,1,10,15660.0,10.2,4.5,5.3,5.0,6.1,6.0,5.0
965,Yıldırım,1+1,45.8,1,6,9,7450.0,10.4,6.7,5.0,4.0,5.8,7.3,5.1
966,Yıldırım,3+1,123.9,0,2,5,22450.0,11.4,6.1,4.6,4.9,5.2,6.9,7.0
967,Yıldırım,2+1,81.4,3,3,11,11900.0,9.2,5.2,4.2,3.8,6.1,6.8,6.8
968,Yıldırım,4+1,144.4,6,8,9,24170.0,12.6,8.3,3.8,2.7,5.4,6.3,6.0
969,Yıldırım,2+1,74.8,6,4,10,10460.0,12.8,5.5,4.0,4.4,6.2,6.0,6.2
970,Yıldırım,1+1,57.9,9,10,10,7760.0,10.5,5.1,4.2,6.7,5.2,5.7,6.1
971,Yıldırım,2+1,73.6,1,4,8,12380.0,13.2,8.2,5.6,4.9,6.0,6.0,6.1
972,Yıldırım,1+1,49.2,6,1,6,8040.0,10.1,6.1,3.0,4.5,5.7,6.2,7.7
973,Yıldırım,3+1,123.2,5,8,8,23250.0,14.8,5.1,3.9,5.5,6.0,6.2,5.8
974,Yıldırım,3+1,107.0,4,0,3,19460.0,12.8,4.1,3.8,4.5,6.3,5.7,5.9
975,Yıldırım,3+1,125.7,3,0,4,22620.0,11.2,5.2,6.0,3.5,6.2,5.2,5.6
976,Yıldırım,1+1,64.8,8,1,6,7220.0,11.5,5.9,3.4,6.2,5.6,5.8,5.5
977,Yıldırım,3+1,111.7,0,5,5,21300.0,13.6,8.1,4.7,6.3,6.5,6.1,6.3
978,Yıldırım,2+1,85.3,2,2,4,11780.0,12.3,4.7,4.5,5.1,6.1,5.4,6.8
979,Yıldırım,4+1,152.7,4,7,9,25100.0,13.6,7.2,3.9,4.6,5.4,5.5,4.7
980,Yıldırım,3+1,111.5,2,6,8,18910.0,11.7,7.3,4.0,4.5,5.5,5.2,6.5
981,Yıldırım,2+1,79.7,11,0,3,14400.0,9.5,6.8,4.7,4.6,6.2,4.8,7.3
982,Yıldırım,3+1,119.5,13,1,9,14470.0,11.5,5.4,3.4,5.6,6.8,6.0,5.7
983,Yıldırım,2+1,92.5,16,1,4,12540.0,11.6,6.3,4.5,5.2,5.1,6.5,6.0
984,Yıldırım,2+1,76.0,9,2,5,16200.0,12.3,5.9,3.7,6.2,5.3,6.3,5.6
985,Yıldırım,1+1,53.3,23,3,4,6950.0,10.2,7.5,4.1,5.3,6.5,6.3,4.0
986,Yıldırım,3+1,105.0,25,3,11,13600.0,9.6,6.2,3.4,4.8,6.1,6.8,5.3
987,Yıldırım,2+1,90.5,1,3,4,13590.0,9.8,6.3,3.9,6.0,5.6,5.4,6.2
988,Yıldırım,1+1,54.6,18,3,3,7950.0,12.2,6.2,3.1,5.3,6.1,6.6,6.5
989,Yıldırım,3+1,123.2,5,2,4,21080.0,11.5,6.6,4.2,6.3,7.2,6.6,7.4
990,Yıldırım,1+1,47.4,11,0,3,7420.0,11.7,4.0,5.4,6.7,6.8,6.8,6.2
991,Yıldırım,3+1,118.4,5,3,5,22290.0,13.8,5.0,4.3,4.6,6.0,6.8,5.3
992,Yıldırım,1+1,63.6,10,5,8,10400.0,11.9,6.7,4.2,3.6,5.9,5.8,4.6
993,Yıldırım,2+1,79.6,1,0,5,14190.0,12.1,5.5,4.4,4.4,6.0,6.0,5.2
994,Yıldırım,3+1,115.6,8,1,3,24020.0,11.8,5.7,4.2,4.2,6.4,5.5,5.5
995,Yıldırım,1+1,53.6,11,5,5,7880.0,13.3,6.2,5.7,5.6,6.3,7.3,5.9
996,Yıldırım,3+1,115.3,33,5,8,14130.0,11.0,6.7,3.8,5.4,6.2,5.9,6.5
997,Yıldırım,2+1,94.2,6,5,7,20830.0,12.2,5.3,3.4,6.0,5.8,5.4,6.3
998,Yıldırım,3+1,112.5,0,1,10,20070.0,12.3,6.4,4.8,5.9,6.0,5.4,5.9
999,Yıldırım,1+1,53.4,9,4,8,9430.0,14.3,4.5,4.6,4.7,5.8,6.2,4.8
1000,Yıldırım,3+1,105.3,9,0,4,14500.0,13.2,5.5,4.2,5.2,5.9,6.6,5.2
1001,Yıldırım,2+1,93.9,5,5,8,13290.0,9.9,6.2,3.9,3.8,6.6,5.6,7.0
1002,Yıldırım,2+1,85.7,15,5,6,8690.0,10.3,5.8,4.8,3.6,6.0,5.2,6.2
1003,Yıldırım,2+1,79.4,2,3,3,14370.0,13.3,5.6,6.8,4.0,5.7,6.6,6.7
1004,Yıldırım,2+1,83.3,10,7,8,15630.0,11.7,7.5,2.9,5.2,5.7,6.4,6.3
1005,Yıldırım,2+1,75.6,7,2,8,12040.0,12.7,7.2,4.6,4.0,6.1,7.8,7.5
1006,Yıldırım,1+1,54.0,7,0,7,8850.0,13.4,5.8,4.1,4.8,6.3,5.2,7.1
1007,Yıldırım,2+1,82.6,2,6,9,11540.0,11.2,5.3,6.2,4.5,4.7,5.6,6.4
1008,Yıldırım,3+1,105.2,10,8,8,16940.0,10.7,7.9,4.2,4.5,5.7,5.1,5.6
1009,Yıldırım,2+1,70.3,4,1,5,10010.0,9.6,6.3,4.6,4.6,5.7,6.3,7.3
1010,Yıldırım,1+1,56.3,5,1,6,8490.0,12.0,6.0,3.5,5.1,6.0,6.4,4.9
